node_1,node_2,node_3
311,11953,20108
11978,28019,52202
11978,27977,135025
10553,11978,27977
25592,96552,175822
23130,44770,53451
23130,44770,70414
20364,95695,241381
19989,20068,208669
11867,20449,208683
20449,92583,208683
11867,92583,208683
11867,20449,92583
187439,191974,208689
11867,27260,208689
21028,23130,241476
20882,21066,175994
20790,20882,175994
20790,21066,175994
17822,27977,175997
6473,20596,176000
20596,20790,176000
20563,20619,208784
82317,127186,143253
78583,127186,143253
20414,29580,208798
20257,110509,114505
2135,14251,44989
2135,44989,53900
60444,77764,93540
20257,77786,181264
5204,20257,77786
20257,37278,77786
5204,37278,77786
20053,20257,77786
20257,21344,77786
5274,21344,77786
5274,37278,77786
20257,21103,77786
5274,21103,77786
5274,20257,21103
20257,22748,77786
20484,22748,77786
5274,21112,77786
21112,37278,77786
20292,21066,143334
20292,20882,143334
20292,20790,143334
20882,21066,143334
20790,21066,143334
20790,20882,143334
89598,143387,149768
78648,89598,143387
176183,179776,345040
18614,176183,179776
18614,176183,345040
18614,179776,345040
18106,176183,211109
20027,176183,211109
71175,176183,345040
13025,176183,287952
62586,176183,287952
62586,176183,345040
11932,176183,345040
11932,18614,176183
11932,18614,345040
13025,93141,176183
18614,93141,176183
311,20034,176183
311,21078,176183
311,20593,176183
311,20027,176183
20593,21078,176183
20027,21078,176183
20027,20593,176183
311,20593,21078
311,20027,21078
20027,20593,21078
20721,176188,186696
25356,176188,186696
12367,48363,154632
12367,53009,154650
12367,21018,23108
12367,20206,21018
311,12367,21018
311,20206,21018
4389,11810,12367
11810,12367,62745
4389,12367,62745
11810,12367,95193
11810,12367,116573
12367,30231,95786
12367,20036,20952
311,12367,20952
311,20036,20952
12367,20036,93979
311,12367,20551
12367,53009,148051
11860,12367,21600
6401,12367,12381
12367,20552,21600
12367,21600,93707
12367,20552,93707
20552,21600,93707
617,12367,21600
12367,21600,48363
12367,21600,127793
12367,21118,213741
12367,20292,21118
311,12367,20292
311,20292,21118
12367,21118,38391
311,12367,38391
12367,20257,116351
5274,12367,146314
5274,12367,48363
12367,48363,146314
5274,48363,146314
12367,30231,146314
5274,30231,146314
5274,12367,93707
12367,20257,93707
5274,12367,154508
5274,12367,154506
5274,12367,75280
5274,12367,53009
5274,12367,94228
12367,30231,94228
5274,30231,94228
5274,12367,154645
617,5274,12367
617,12367,30231
4389,5274,12367
4389,12367,30231
5274,12367,57881
5274,12367,64669
12367,16173,64669
5274,16173,64669
4389,12367,20257
5274,12367,48561
5274,12367,154547
311,12367,20257
311,617,12367
617,12367,20257
5274,12367,20577
311,12367,20577
12367,16173,20577
617,12367,16173
617,12367,20577
311,5274,20577
5274,16173,20577
617,5274,20577
5274,12367,21009
311,12367,21009
12367,16173,21009
12367,20577,21009
311,5274,21009
5274,16173,21009
5274,20577,21009
311,16173,21009
311,20577,21009
16173,20577,21009
5274,12367,21354
311,12367,21354
12367,16173,21354
617,12367,20206
5274,12367,154551
5274,12367,96057
5274,12367,64606
5274,12367,94817
5274,12367,64481
12367,20257,48363
5274,12367,92523
5274,12367,116588
12367,20257,116588
5274,20257,116588
5274,12367,83060
5274,12367,63988
5274,12367,95221
5274,12367,154612
5274,12367,154617
5274,12367,97148
12367,75280,177357
12367,20181,93707
12367,20181,97148
12367,30231,213761
12367,20257,62745
12367,48363,62745
20257,48363,62745
12367,20257,117550
12367,20552,21296
311,12367,21296
617,12367,20292
12367,20206,20292
617,20206,20292
311,20206,20292
12367,20292,93707
12367,20552,38260
12367,20257,154531
617,12367,30147
12367,20577,20952
12367,16173,20952
16173,20577,20952
311,20577,20952
311,16173,20952
12367,38391,93707
2135,12934,45138
20484,30132,208982
12395,94984,248394
12395,20115,23130
20790,21066,241785
21066,21118,241785
23130,62253,176256
311,20385,176256
20790,21066,45214
11905,12577,13025
11905,12577,92263
12577,94984,248394
12577,20576,248394
12577,20576,94984
20576,94984,248394
12577,177406,248394
12580,17710,78648
20257,20781,209210
20257,21103,209210
20484,20781,209210
20484,20912,209245
5274,21103,209245
20257,77628,78238
27977,47748,274859
20257,111120,246037
20912,78383,93297
20912,77628,78383
20257,78383,93297
20257,77628,78383
1064,2135,12882
11810,12927,116573
12927,20663,185841
617,12927,30068
311,12927,20484
311,12927,20781
311,12927,20552
311,12927,18386
12927,18386,20552
311,18386,20552
12927,18173,20552
311,617,12927
311,12927,13025
311,5235,12927
311,12927,16695
617,12927,13025
617,5235,12927
617,12927,16695
5235,12927,13025
12927,13025,16695
5235,12927,16695
311,617,16695
311,13025,16695
311,5235,16695
617,5235,13025
617,13025,16695
617,5235,16695
5235,13025,16695
617,12927,20781
12927,13025,20781
5235,12927,20781
311,13025,20781
311,5235,20781
617,13025,20781
617,5235,20781
5235,13025,20781
311,11810,12927
617,11810,12927
11810,12927,13025
11810,12927,20781
311,11810,20781
617,11810,20781
11810,13025,20781
311,12927,20385
617,6441,12927
617,12927,20385
6441,12927,20385
5235,6441,12927
5235,12927,20385
311,617,20385
311,6441,20385
311,5235,20385
617,6441,20385
617,5235,20385
5235,6441,20385
311,12927,20200
311,12927,20424
617,12927,21250
617,12927,20200
617,12927,20424
617,5694,12927
6441,12927,21250
6441,12927,20200
6441,12927,20424
5694,6441,12927
12927,20200,21250
12927,20424,21250
12927,20200,20424
5694,12927,20200
5694,12927,20424
6441,12927,16695
12927,16695,21250
311,6441,16695
311,16695,21250
617,6441,16695
617,16695,21250
6441,16695,21250
6441,11810,12927
11810,12927,20424
311,12927,20053
617,12927,20053
6441,12927,20053
11810,12927,20053
311,6441,20053
617,6441,20053
311,12927,15559
617,12927,15559
6441,12927,15559
12927,15559,16695
311,617,15559
311,6441,15559
311,15559,16695
617,6441,15559
617,15559,16695
6441,15559,16695
5235,12927,20424
5235,6441,16695
311,12927,20015
617,12927,20015
617,12927,18173
12927,18173,20015
617,12927,18386
12927,18386,20424
11810,12927,18386
311,617,18386
311,18386,20424
311,11810,18386
617,18386,20424
617,11810,18386
11810,18386,20424
311,12927,20818
617,12927,20818
311,617,20818
12927,18173,20200
5694,12927,18173
617,5694,18173
5694,18173,20200
12927,18173,20053
11810,12927,18173
311,12927,20663
12927,18173,20663
5694,12927,20663
311,18173,20663
311,5694,20663
5694,18173,20663
311,12927,20924
12927,20385,20924
311,20385,20924
12927,20484,91325
5274,30033,106779
5274,21354,106779
2711,5274,106779
18173,21354,106779
2711,18173,106779
5694,30033,106779
20257,111272,114505
5204,20257,111272
20257,91030,111272
20257,62745,111272
20257,60444,111272
60444,62745,111272
62851,91030,111272
20796,111272,114505
20796,60444,111272
20796,21118,111272
5204,21118,111272
78583,82313,118695
63151,78583,82314
78583,118695,118742
60607,63151,78583
78583,118589,118742
78583,89584,118763
78626,89584,118763
78626,90343,118763
311,21116,176936
311,20045,176936
20322,30132,111404
6660,20322,111404
20200,30132,111404
78648,82313,89912
78648,82313,149667
78648,89598,89912
78648,89598,149667
78648,89912,149667
82313,89598,89912
82313,89598,149667
82313,89912,149667
89598,89912,149667
17710,89912,149667
17710,78648,151798
89598,89733,89912
89598,89733,149667
89733,89912,149667
15756,30114,177007
6624,22748,209796
6624,20257,209796
6624,92263,209796
20257,22748,209796
22748,92263,209796
20257,92263,209796
6624,20484,209796
20484,22748,209796
20364,90490,177033
95658,95695,177033
11910,95695,177033
20484,95658,177033
11910,95658,177033
11910,20484,177033
11910,20781,177033
20257,60444,177043
5274,60444,177043
20913,22748,177044
20257,62745,209823
20257,20781,209823
20781,92263,209823
30030,92263,209823
11910,20781,209823
6624,20115,177095
6624,95695,177095
5204,20115,177095
20364,95695,177095
11905,13025,209925
29505,78895,140009
27977,46182,126810
11810,71243,177254
11810,20781,177254
20781,71243,177254
11810,20781,71243
5274,20722,210029
311,2135,46196
20484,20912,177278
11910,20484,177278
20484,95695,177278
11910,95695,177278
37291,95695,177278
20484,22748,177293
5274,20257,177294
5274,15756,177294
20257,22748,177294
15756,22748,177294
20053,20257,177294
5274,11910,177294
5274,11910,15756
5274,21112,177294
20796,22748,177294
20053,20796,177294
13518,21066,125730
13518,21066,216103
13518,21066,29577
13518,21066,216106
13518,21066,216107
13518,14448,16173
13518,21066,93338
11867,13518,93338
20257,92263,177363
92263,93297,177363
20257,37278,177363
20484,20912,177363
20912,93297,177363
20030,37278,177363
21066,37595,177415
27204,92012,275724
21066,210199,213741
60261,89598,144665
30119,93715,177439
11933,20484,79161
79216,89598,89912
2135,14251,46477
11287,13738,58617
11287,13738,18939
11287,13738,47644
13738,18939,47644
11287,18939,47644
11287,13738,17751
5274,20257,112050
210399,247462,248699
13847,20587,30098
2198,13847,36629
13847,18173,36629
2198,13847,18173
13847,20577,21237
311,20577,21237
20487,20577,21237
20200,20577,21237
6441,13847,20200
6441,20487,21237
6441,20200,21237
311,13847,20755
13847,20042,20487
13847,20487,20755
13847,20200,20755
13847,20042,20755
311,20487,20755
20200,20487,20755
20042,20487,20755
617,20577,21237
617,13847,16173
13847,16173,20577
13847,16173,21237
311,16173,21237
617,16173,21237
16173,20577,21237
311,13847,20208
311,2173,13847
617,13847,20208
617,2173,13847
13847,16173,20208
2173,13847,16173
2173,13847,20208
311,617,20208
311,16173,20208
311,2173,20208
617,2173,20208
2173,16173,20208
617,16173,20444
13847,20208,21342
311,20208,21342
617,20208,21342
617,10553,13847
5595,10553,13847
311,13847,20718
617,13847,20718
5595,13847,20718
13847,20235,20718
311,5595,20718
617,5595,20718
5595,20235,20718
617,10553,18173
5595,10553,18173
2198,13847,20755
311,13847,20211
13847,20211,21126
311,20211,21126
13847,20667,47550
13847,20053,47550
13847,21214,63298
13847,20882,217029
13847,179187,217033
13847,20487,30320
6441,13847,92149
16173,21237,177712
13882,20882,217140
311,13882,21066
311,13025,13882
13025,13882,21066
311,13882,20533
13025,13882,20533
311,13882,20030
13882,20030,20533
311,20030,20533
311,13882,20790
13882,20030,20790
311,20030,20790
311,13882,21135
13025,13882,215255
13882,21066,215255
13025,21066,215255
20882,21066,46683
20882,46683,62168
21066,46683,62168
20882,21066,62168
20882,46683,63881
21066,46683,63881
20882,30346,46683
20882,21066,30346
20587,21276,46683
20722,21276,46683
20587,20722,46683
20587,20722,21276
1266,46683,64076
1266,20722,46683
20722,21066,46683
1266,20722,21066
1266,20587,20722
23130,112241,215279
13025,20075,177793
13025,177793,178499
20836,91347,177793
18245,63730,177793
20796,91347,177793
5694,91347,177793
18173,20346,177807
18173,63935,177807
21066,177854,218126
21123,92117,177858
14044,18939,19901
11932,20899,210667
6441,11932,14070
5235,6441,14070
5235,11932,14070
5235,6441,11932
1886,6441,14070
5235,14070,21021
1886,14070,21021
20728,21066,243484
2135,14127,14251
5274,20257,107015
5274,21344,107015
20257,37278,107015
5274,37278,107015
20257,95695,107015
5274,95695,107015
20484,95695,107015
11810,23130,210741
20913,21600,107017
11810,23130,210751
11810,20328,210751
20328,23130,210751
11810,71243,210751
23130,71243,210751
11810,23130,71243
11810,62745,210754
11810,21066,210756
11810,20790,210756
20790,21066,210756
96919,96929,276292
96919,97011,276292
11893,51429,210760
11893,93999,210760
11810,21066,210791
11810,63881,210803
11810,20554,210803
11810,21049,210803
11810,62745,210803
11810,93338,210803
20552,127789,210803
93338,127793,210803
11810,23130,210815
23130,127793,210819
11810,23130,210819
2135,14251,27904
2135,14251,26881
2135,14251,52421
2135,14251,22694
2135,14251,53223
2135,14251,56862
14251,53223,56862
2135,53223,56862
1064,2135,14251
2135,14251,17192
1064,14251,17192
2135,14251,24213
1064,14251,24213
1064,2135,24213
2135,14251,57385
2135,14251,55052
2135,14251,55662
2135,14251,52657
2135,14251,17138
2135,14251,49944
14251,24213,49880
11810,13025,210892
13025,20328,210892
13025,23130,210892
11810,20328,210892
11810,23130,210892
20328,23130,210892
11810,13025,20328
13025,20328,23130
13025,20727,210892
11810,20727,210892
20328,20727,210892
11810,13025,20727
13025,20328,20727
11810,20328,20727
13025,57083,210892
20721,30358,276455
20754,21140,178165
20317,20754,178165
11810,21066,210948
11810,23130,210964
79928,96693,188459
79928,126142,188459
27247,79928,126142
79928,96919,126142
79928,96718,96919
79928,96693,378020
79928,96523,126142
79928,122792,354195
79928,96718,189387
79928,150065,377829
20364,20421,112722
13025,23130,79978
13025,18563,79978
23130,79978,153122
14448,16173,21304
23130,95373,243844
11810,13025,139649
18106,19989,211109
86912,160752,276649
6474,93376,178385
17717,29505,80139
14606,21726,63441
1266,14606,16173
1266,14606,21010
1266,16173,21010
13025,20781,178499
20257,48363,178499
20257,93327,178499
20781,93327,178499
20257,20781,93327
20755,94453,178499
93327,94453,178499
20257,21250,47497
20257,47497,237919
21250,47497,237919
20257,21250,237919
20257,47497,154829
20257,30033,47497
20257,47497,96019
20257,47497,97139
20364,21250,47497
20364,47497,96019
20364,47497,154829
20364,47497,97139
62586,95846,211375
11867,18106,47540
11867,11878,47540
11810,20235,47545
20235,21066,47545
20235,21203,47545
11810,21066,47545
11810,21203,47545
21066,21203,47545
11810,20235,21203
20235,21066,21203
11810,21066,21203
16173,20235,47545
20235,29043,47545
16173,29043,47545
16173,20235,29043
23130,47545,67756
16173,47545,222539
20593,47545,93370
11810,23130,47545
21049,23130,47545
11810,21049,47545
11810,21049,23130
21203,23130,47545
11810,21203,23130
23130,29043,47545
16173,23130,47545
16173,23130,29043
16173,21203,47545
16173,21203,23130
21276,47566,63441
20346,21066,211430
20346,20790,211430
20346,20790,21066
2486,20912,178673
2486,20796,178673
24617,211442,212635
13025,23130,47632
15433,27977,47637
26927,246104,277036
26980,155180,277114
20487,21082,211699
20487,30107,211699
20989,21082,211699
20105,23282,178938
21066,47871,62720
21066,21304,47871
20300,21066,47871
20533,23209,244488
20912,21344,178960
21344,62851,178960
22748,94984,178960
37291,60161,178960
37291,94453,178960
37278,37291,178960
20292,21066,244517
20292,21066,244528
11810,114505,146227
11810,91347,146227
91347,114505,146227
11810,91347,114505
11810,23130,146227
20882,21066,244542
21066,244542,245638
20882,244542,245638
21066,93984,107228
21066,73160,107228
20790,73160,107228
21066,107228,247071
20790,107228,247071
20790,21276,107228
5274,30033,146314
5274,20115,146314
20115,96277,146314
21726,179086,188937
11932,21726,179086
11932,21726,188937
20257,20913,146340
20796,20913,146340
20257,93297,211889
20257,47550,211889
20458,179187,217033
21342,30033,113679
21342,92031,113679
6441,20385,179231
5768,15451,28063
5768,11287,15451
11287,15451,28063
6441,20203,179338
20203,21214,179338
6441,21066,179360
6441,16173,179360
21066,172420,213740
20257,20781,113834
5274,20257,113834
5274,20781,113834
20257,22748,113834
20781,22748,113834
20257,93719,113834
20796,22748,113834
6441,30050,179376
20484,30050,179376
20484,20781,179376
20484,95695,179376
20781,95695,179376
6441,37291,179376
20781,37291,179376
37291,95695,179376
37291,70414,179376
6441,37291,179407
37291,94453,179407
15578,21726,188937
15578,18614,188937
11932,15578,21726
11932,15578,18614
15578,18614,21726
11932,18614,188937
18614,21726,188937
11932,18614,21726
7887,15578,20357
7887,15578,125695
15578,20203,21726
15578,18614,20203
18614,20203,21726
11932,20203,21726
11932,18614,20203
15578,20317,21726
15578,18614,20317
18614,20317,21726
11932,20317,21726
37291,48363,60161
48363,60161,70414
37291,48363,70414
48363,154632,157639
25098,48363,94299
5204,25098,48363
11905,20257,48363
5274,48363,94299
5274,37278,48363
20257,48363,94299
20257,37278,48363
37278,48363,94299
5274,21103,48363
20257,21103,48363
5274,48363,70414
5274,11287,48363
11287,48363,94299
11287,37278,48363
5274,21112,48363
21112,37278,48363
11933,21600,48363
11933,20257,48363
11933,48363,117225
20257,48363,117225
48363,70414,95786
48363,51831,95786
37291,48363,324181
20169,48363,71243
5204,20257,48363
5204,37278,48363
5274,20257,48370
5235,15709,20796
15756,21600,30114
15756,21600,154829
15756,20969,116557
15756,20969,154829
15756,20257,116557
5274,15756,116557
15756,37278,116557
5274,20257,116557
20257,37278,116557
5274,37278,116557
15756,92263,116557
20257,92263,116557
15756,20484,116557
11910,15756,20781
15756,20781,22748
15756,20781,30114
15756,22748,30114
15756,22748,92263
20781,30114,92263
22748,30114,92263
15756,20781,20812
11810,15756,22748
15756,20812,22748
11810,15756,20812
11810,20781,22748
20781,20812,22748
11810,20781,20812
11810,20812,22748
5274,15756,154829
15756,22748,154829
15756,92263,154829
20257,22748,154829
20257,92263,154829
22748,92263,154829
20484,22748,154829
5274,11910,154829
11905,97139,212384
18173,20506,172476
11893,18173,172476
18173,21093,172476
18173,91950,172476
11893,21093,172476
11893,91950,172476
21093,91950,172476
11893,18173,21093
18173,21093,91950
11893,21093,91950
311,20458,179657
311,2173,179657
2173,20458,179657
20484,97110,409104
18173,70579,179754
18173,20727,179754
160752,345262,376363
160752,354198,376363
20532,70579,81454
37180,70579,81454
20532,20727,81454
20727,37180,81454
18106,20754,245308
245312,354605,518310
92263,93297,179784
16173,20059,179785
179785,215451,249874
22748,94984,212585
20257,22748,212585
20364,95695,212587
48773,96016,129584
5274,16027,20781
16027,20484,20781
5274,16027,30030
20754,24617,212635
21114,24617,212635
20754,21114,212635
20754,21114,24617
24617,94115,212635
20754,94115,212635
20754,24617,94115
16055,21066,94814
11910,20781,212755
20781,38391,212755
20796,30114,114505
22748,30114,114505
20796,22748,114505
20796,22748,30114
20781,30114,114505
20257,20781,114505
20781,22748,114505
20257,22748,114505
30114,38391,114505
20781,38391,114505
20781,30114,38391
20257,21250,114505
21250,114505,117225
20257,21250,117225
21250,94615,114505
20257,21250,94615
20796,21250,114505
30033,93660,114505
20796,93660,114505
21342,93660,114505
20796,30033,114505
21342,30033,114505
20796,21342,114505
20796,30033,93660
21342,30033,93660
20796,21342,93660
20796,21342,30033
20781,93660,114505
20257,93660,114505
20781,30033,114505
20257,30033,114505
20781,30033,93660
20257,30033,93660
20257,20781,93660
37291,93660,114505
38391,93660,114505
30033,37291,114505
30033,38391,114505
20781,37291,114505
37291,38391,114505
30033,37291,93660
30033,38391,93660
20781,37291,93660
97139,114505,117225
20257,97139,114505
11810,21298,114505
20781,91347,114505
11810,20781,114505
11810,20781,91347
30033,91347,114505
20257,91347,114505
20781,30033,91347
20257,30033,91347
37291,91347,114505
38391,91347,114505
20781,37291,91347
20781,38391,91347
30033,37291,91347
30033,38391,91347
20796,91347,114505
20796,30033,91347
91347,97139,114505
91347,94615,114505
94615,97139,114505
20257,91347,97139
91347,94615,97139
20257,91347,94615
20257,94615,97139
37291,97139,114505
38391,97139,114505
37291,91347,97139
38391,91347,97139
37291,38391,97139
20796,97139,114505
20796,91347,97139
22748,30033,114505
21342,22748,114505
21342,22748,30033
11810,22748,114505
22748,97139,114505
20257,22748,97139
20796,22748,97139
20564,91297,212820
11901,91297,212820
20222,20564,212820
27204,92012,278380
20728,21066,245638
20728,20790,245638
20728,20790,21066
21066,180166,245638
20790,180166,245638
20882,180166,245638
20790,21066,180166
20882,21066,180166
20790,20882,180166
27204,92012,278413
81827,118526,127255
27204,96966,278449
27204,96919,278449
92012,96929,278452
27204,96929,278452
27204,92012,278452
27204,88621,278462
20790,125645,180166
20235,20882,180166
20882,38462,180166
20235,20790,180166
20235,38462,180166
20790,38462,180166
20882,62223,180166
21066,123128,180166
21066,180166,215289
49281,49796,227073
49281,192366,227073
17751,49281,227073
49796,192366,227073
17751,49796,227073
17751,192366,227073
18939,49281,324787
49281,324787,324788
17751,49281,227095
21066,63969,180376
21066,115942,180376
21066,180376,216103
21066,180376,213741
21066,154515,180376
21066,180376,248147
21066,21816,180376
21066,73160,180394
20790,73160,180394
21066,92467,180394
21066,62168,180394
20790,92467,180394
20790,62168,180394
62168,92467,180394
20790,21066,62168
21066,62168,92467
20790,62168,92467
21066,21203,180394
20790,21203,180394
20790,21066,21203
21066,92735,180394
20790,92735,180394
20790,21066,92735
17710,17717,82103
17710,60615,82103
82103,118896,122131
20257,93297,237763
20257,61923,237763
21066,93984,245975
11905,20257,246037
11933,20257,246037
20257,92263,246037
20257,20781,246037
20781,92263,246037
21066,93715,180527
20257,116510,237784
20484,20912,246104
26927,95183,246104
24174,82317,124962
24174,82317,118695
82317,118695,118742
24174,82317,89875
82317,118742,148817
7887,188937,213405
5274,20781,246198
20328,62720,172688
6473,20328,172688
6473,62720,172688
6473,20328,62720
20328,23130,172688
6473,117300,172688
30134,117300,172688
20867,20882,246279
21066,74690,82458
20790,21066,82458
20790,74690,82458
5101,21066,82458
21066,56142,82458
5274,21344,148023
2711,21066,49749
21066,49749,247071
20395,21018,180844
49796,62661,294048
49796,62874,294048
32582,49796,294048
62661,62874,294048
32582,62661,294048
32582,62874,294048
32582,49796,227073
32582,49796,294059
49796,62874,294059
32582,62874,294059
49796,192366,294048
62874,192366,294048
2711,17061,26335
20790,21066,246470
16173,21009,49873
5694,16173,49873
21018,23130,246485
25099,30016,180962
20458,97453,180967
21203,97453,180967
20458,21203,180967
20458,21203,97453
20112,20371,180967
20371,20458,180967
20371,21203,180967
20371,20458,21203
11932,20371,180967
13025,21066,213741
13025,20281,213741
13025,21118,213741
20281,21066,213741
21066,21118,213741
20281,21118,213741
13025,20281,21066
13025,21066,21118
13025,20281,21118
20281,21066,21118
13025,95772,213741
21066,95772,213741
13025,21066,95772
6441,17138,20576
20790,21066,246520
20257,20781,180989
21066,213758,222451
18173,21066,213758
20790,21066,213758
18173,20790,213758
21066,213758,227999
18173,20401,213758
22748,26961,180991
22748,30132,180991
21066,30231,213761
6624,17173,20484
10553,27977,49956
17216,24348,25755
17216,22737,24348
20458,20899,213851
18106,20754,213851
18106,188937,213851
5274,17260,63744
5274,17260,93959
5274,17260,153122
11853,17260,20576
11853,17260,20235
17260,20235,20576
5274,17260,95695
5274,17260,91995
5274,17260,93287
617,17260,21255
617,5274,17260
5274,17260,21255
617,17260,20576
17260,20317,20576
617,20317,20576
5274,17260,21116
17293,17717,29505
4389,5274,115640
6513,20369,181189
20369,20596,181189
22073,27604,50128
311,617,17419
311,17419,20804
617,17419,20804
311,617,20804
20257,117225,181264
20257,91325,181264
20796,91325,181264
5274,63354,83060
20257,93297,237957
23130,115932,153122
20328,63897,115932
20328,23130,115932
20328,115932,154612
21183,23130,115932
5274,20781,115940
20781,20812,115940
21066,30217,115942
20790,30217,115942
20790,21066,30217
20882,21066,115942
20502,21066,115942
20790,20882,115942
20502,20790,115942
20502,20882,115942
20502,20790,21066
20502,20882,21066
20502,20790,20882
21066,56367,115942
20790,56367,115942
20790,21066,56367
20790,21066,247059
20790,21066,247060
21066,21118,247060
20790,21066,247061
20790,20882,247063
20790,21066,247064
20790,21066,247067
21066,62720,247071
20882,62720,247071
20790,20882,247071
20790,62720,247071
20882,95168,247071
20882,21066,95168
21066,117279,247071
20790,117279,247071
20790,21066,117279
20790,74690,247073
20790,21066,247075
20790,21066,247077
20790,21066,247080
20790,21066,247082
21066,247086,249002
20790,21066,247086
21066,21118,247086
20790,21066,247088
20790,21066,247091
17717,29505,87853
17717,17723,118817
20790,21066,247093
50488,71088,94247
20790,21066,247096
21066,36585,247098
20790,21066,247098
20790,21066,247100
20790,21066,247101
20790,21066,247102
21066,21118,247102
20790,21066,247104
24421,30346,214342
20790,21066,247111
17737,25856,27977
11287,17737,25856
20790,21066,247118
20790,21066,247119
20790,21066,247120
20790,21066,247124
20882,21066,247122
20790,21066,247122
20790,20882,247122
21066,124823,247122
20790,21066,247123
20790,21066,247125
21066,64037,247128
20790,21066,247128
20790,64037,247128
21066,21118,247128
20790,21066,247130
20790,21066,247135
20790,21066,247136
20790,21066,247138
20790,21066,247139
20790,21066,247150
10553,11287,17795
5768,17822,27977
11287,17822,27977
5768,11287,17822
20882,56142,247243
18939,23205,181845
5204,18173,116339
2711,18173,116339
5274,21344,116366
21344,84145,116366
5274,84145,116366
21344,70414,116366
5274,70414,116366
62745,94726,116366
37291,70414,116366
54114,247462,248699
21063,247462,248699
21066,125730,247462
21066,247462,248147
5274,63744,238062
38302,63744,238062
6473,18106,63360
18106,59765,63360
18106,18614,63360
18614,59765,63360
11853,18106,20059
18106,20059,21726
11853,20059,188937
20059,21726,188937
18106,124731,188937
18106,20875,188937
18106,18614,20875
18614,20875,188937
18614,19989,188937
11853,18614,188937
19989,21726,188937
11853,19989,188937
18106,20790,29577
18106,20235,20790
20235,20790,29577
311,18106,29313
311,18106,20568
18106,18614,29313
18106,20568,29313
18106,18614,20568
311,18614,29313
311,20568,29313
18614,20568,29313
311,18106,20203
18106,20203,30346
18106,20203,20790
311,20203,30346
311,20203,20790
20203,20790,30346
311,18106,29580
18106,21220,29580
18106,20667,29580
311,21220,29580
311,20667,29580
20667,21220,29580
311,18106,20169
311,18106,20045
311,11867,18106
11867,18106,20449
311,11867,20449
18106,20722,38462
18106,20235,20722
18106,20722,21276
2711,18106,20722
20235,20722,38462
20722,21276,38462
2711,20722,38462
20235,20722,21276
2711,20722,21276
18106,20203,38462
18106,20790,38462
18106,20203,20235
18106,20203,21276
18106,20790,21276
2711,20790,38462
18106,20790,74690
18106,30346,74690
18106,24421,74690
18106,20790,24421
18106,24421,30346
20790,30346,74690
20790,24421,74690
20790,24421,30346
18106,20235,74690
1266,18106,20790
1266,18106,20235
1266,20790,74690
1266,20235,74690
1266,20235,20790
18106,20867,217029
18106,56142,63441
18106,20867,56142
18106,19989,117333
2711,18106,117333
16173,18106,20059
18106,20059,21276
18106,20754,21726
18106,20203,21726
18106,18614,20203
18106,20203,20754
18106,19989,20203
18614,20754,21726
20203,20754,21726
19989,20754,21726
19989,20203,21726
18614,20203,20754
18614,19989,20203
18106,20317,21726
11867,18106,21726
11867,18106,18614
11867,18106,20754
11867,18106,20317
11867,18614,21726
20317,20754,21726
11867,20754,21726
11867,20317,21726
11867,18614,20754
11867,18614,20317
18106,21726,59765
18614,21726,59765
20754,21726,59765
20317,21726,59765
19989,21726,59765
11853,21726,59765
18106,24421,54629
18106,30346,54629
24421,30346,54629
18106,20790,93814
20257,95695,116457
20364,95695,116457
311,20033,116466
311,21250,116466
11810,62745,116470
20200,20796,116481
5204,20200,116481
21066,116502,116510
20790,21066,116510
20790,74690,205523
20790,21066,205523
11867,11932,205523
11910,116543,186459
5274,116543,154829
11910,116543,154829
5274,11910,116543
20796,116543,154829
6624,20912,116548
6624,93297,116548
6624,20912,93297
6624,20484,116548
6624,20484,20912
6624,20257,116548
6624,11905,116548
6624,92263,116548
11905,20257,116548
11905,93297,116548
92263,93297,116548
5274,6624,116548
6624,11933,116548
11933,20257,116548
6624,20781,116548
5274,20781,116548
5274,6624,20781
20781,92263,116548
6624,20484,20781
11933,20484,116548
6624,20796,116548
20796,93297,116548
20257,21103,116548
5274,21103,116548
5274,30231,116548
30050,30231,116548
20781,30231,116548
11933,21600,116548
11933,21600,93660
30050,93660,116548
20912,30050,116548
20484,30050,116548
20912,30050,93660
11905,93660,116548
5274,93660,116548
20257,30050,116548
92263,93660,116548
20796,93660,116548
20796,30050,116548
5274,20781,93660
20781,92263,93660
11905,18245,92263
18245,21344,62851
18245,62851,63679
18245,21344,63679
18245,21250,62851
18245,30132,62851
18245,21250,30132
21250,30132,62851
18245,55813,62851
2711,18245,20587
2711,18245,21069
2711,18245,23130
2711,18245,21214
18245,21214,23130
18245,36548,229045
18245,21344,63562
11810,18245,21214
18245,21344,63730
18245,30132,92263
617,18245,20596
6441,18245,20596
6441,18245,21342
617,18245,21250
5204,18245,21250
617,21250,30132
5204,21250,30132
5204,18245,20596
617,18245,21214
6441,18245,20587
11905,20257,116557
5274,11905,116557
11905,92263,116557
5204,20257,116557
5204,37278,116557
20053,20257,116557
20053,20796,116557
20576,94984,116561
20576,116561,248394
94984,116561,248394
18267,20790,63881
20790,20882,63881
20790,21066,63881
16173,18267,20235
16173,18267,21066
16173,18267,20882
16173,18267,20790
18267,20235,20983
16173,18267,20983
18267,20983,21066
16173,20235,20983
20235,20983,21066
16173,20983,21066
18267,20235,21009
16173,18267,21009
18267,20790,21009
16173,20235,21009
